ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"8148","Harold Earl ""Hal"" Barron","M",25,183,64,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"8152","Erick Bernab Barrondo Garca","M",21,178,60,"Guatemala","GUA","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 20 kilometres Walk","Silver"
"8204","Mutaz Essa Barshim","M",21,190,65,"Qatar","QAT","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's High Jump","Bronze"
"8204","Mutaz Essa Barshim","M",25,190,65,"Qatar","QAT","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's High Jump","Silver"
"8243","Leonid Volodymyrovych Barteniev","M",23,174,70,"Soviet Union","URS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"8243","Leonid Volodymyrovych Barteniev","M",26,174,70,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"8385","Aleksandr Georgiyevich Baryshnikov","M",27,198,130,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's Shot Put","Bronze"
"8385","Aleksandr Georgiyevich Baryshnikov","M",31,198,130,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's Shot Put","Silver"
"8417","Dimitri David Bascou","M",29,181,80,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
"8552","Alfred Hilborn ""Al"" Bates","M",23,183,70,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Long Jump","Bronze"
"8556","Michael Dion Bates","M",22,180,86,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 200 metres","Bronze"
"8624","Jane Kimberley ""Kim"" Batten","F",27,170,57,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 400 metres Hurdles","Silver"
"8716","Rudolf (-Rezs) Bauer","M",21,NA,NA,"Hungary","HUN","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Discus Throw","Gold"
"8736","James Steven ""Jamie"" Baulch (Mills-)","M",23,173,71,"Great Britain","GBR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"8742","Hermine ""Herma"" Bauma","F",33,161,68,"Austria","AUT","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's Javelin Throw","Gold"
"8794","Hans-Peter Baumgartner","M",23,190,71,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Long Jump","Silver"
"8820","James Aloysius Bernard ""Jim"" Bausch","M",26,188,95,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's Decathlon","Gold"
"8828","Daniel Bautista Rocha","M",23,170,68,"Mexico","MEX","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 20 kilometres Walk","Gold"
"8862","Irving Knott ""Irv"" Baxter","M",24,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's High Jump","Gold"
"8862","Irving Knott ""Irv"" Baxter","M",24,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Standing High Jump","Silver"
"8862","Irving Knott ""Irv"" Baxter","M",24,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Pole Vault","Gold"
"8862","Irving Knott ""Irv"" Baxter","M",24,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Standing Long Jump","Silver"
"8862","Irving Knott ""Irv"" Baxter","M",24,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Standing Triple Jump","Silver"
"9026","Robert ""Bob"" Beamon","M",22,191,70,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Long Jump","Gold"
"9038","Percy Morris Beard","M",24,193,84,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"9185","Volker Beck","M",24,191,82,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"9185","Volker Beck","M",24,191,82,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"9210","Marion Becker (Steiner-)","F",26,167,63,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's Javelin Throw","Silver"
"9237","James Charles Beckford","M",21,178,78,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Long Jump","Silver"
"9343","Klaus Beer","M",25,176,74,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Long Jump","Silver"
"9385","Irina Anatolyevna Beglyakova (-Chelnaya)","F",23,NA,NA,"Soviet Union","URS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Discus Throw","Silver"
"9406","Anke Behmer (Vater-)","F",27,174,62,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's Heptathlon","Bronze"
"9422","Kerstin Behrendt","F",21,177,64,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"9464","Ruth Beita Vila","F",37,191,72,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's High Jump","Gold"
"9634","Earl Holmes Bell","M",28,191,77,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Pole Vault","Bronze"
"9638","Gregory Curtis ""Greg"" Bell","M",26,174,68,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's Long Jump","Gold"
"9737","Alessandro ""Sandro"" Bellucci","M",29,170,56,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 50 kilometres Walk","Bronze"
"9788","Irina Nikolayevna Belova (Ilyichova-)","F",24,175,62,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's Heptathlon","Silver"
"9848","Rhadi Ben Abdesselam","M",31,180,65,"Morocco","MAR","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Marathon","Silver"
"9998","Kurt Bendlin","M",25,178,91,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Decathlon","Bronze"
"10098","Hasna Benhassi","F",26,166,47,"Morocco","MAR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 800 metres","Silver"
"10098","Hasna Benhassi","F",30,166,47,"Morocco","MAR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 800 metres","Bronze"
"10156","Basil Robert Bennett","M",25,183,77,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Hammer Throw","Bronze"
"10158","Robert Howard ""Bob"" Bennett","M",28,188,98,"United States","USA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Hammer Throw","Bronze"
"10171","John Dale Bennett","M",26,172,68,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's Long Jump","Silver"
"10188","Todd Anthony Bennett","M",22,170,64,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"10198","Joan Benoit (-Samuelson)","F",27,157,46,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's Marathon","Gold"
"10544","Kajsa Margareta Bergqvist (-Herngren-)","F",23,175,59,"Sweden","SWE","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's High Jump","Bronze"
"10689","Kent Bede Bernard","M",22,185,77,"Trinidad and Tobago","TTO","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"10798","Livio Berruti","M",21,180,66,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 200 metres","Gold"
"10872","Romeo Bertini","M",31,NA,NA,"Italy","ITA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Marathon","Silver"
"10907","Gilles Bertould","M",23,176,63,"France","FRA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"10966","Nadezhda Viktorovna Besfamilnaya","F",25,166,55,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"10973","Doina Ofelia Beliu-Melinte","F",27,171,59,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 800 metres","Gold"
"10996","Colette Besson (-Nogus)","F",22,169,58,"France","FRA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 400 metres","Gold"
"11143","Udo Beyer","M",20,195,135,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's Shot Put","Gold"
"11143","Udo Beyer","M",24,195,135,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's Shot Put","Bronze"
"11145","Uwe Beyer","M",19,191,108,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Hammer Throw","Bronze"
"11335","Nezha Bidouane","F",30,174,65,"Morocco","MAR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 400 metres Hurdles","Bronze"
"11340","Ferdinand Reinhardt Bie","M",24,174,72,"Norway","NOR","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Pentathlon","Gold"
"11345","Anni Biechl (-Capeller)","F",20,163,60,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"11424","Jerome Cousins Biffle","M",24,184,79,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Long Jump","Gold"
"11467","Abebe Bikila","M",28,177,57,"Ethiopia","ETH","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Marathon","Gold"
"11467","Abebe Bikila","M",32,177,57,"Ethiopia","ETH","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Marathon","Gold"
"11518","John Arthur Biller","M",26,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's Standing Long Jump","Bronze"
"11518","John Arthur Biller","M",30,NA,NA,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Standing High Jump","Silver"
"11616","Michael Allen Oswald Bingham","M",22,183,75,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"11673","Dane Alex Bird-Smith","M",24,187,72,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 20 kilometres Walk","Bronze"
"11977","Edmund Franklin ""Ed"" Black","M",23,178,75,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Hammer Throw","Bronze"
"11983","Lawrence Jeffery ""Larry"" Black","M",21,186,80,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 200 metres","Silver"
"11983","Lawrence Jeffery ""Larry"" Black","M",21,186,80,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"11986","Marilyn Mary Black (-Vassella)","F",20,165,55,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 200 metres","Bronze"
"11988","Roger Anthony Black","M",26,190,79,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"11988","Roger Anthony Black","M",30,190,79,"Great Britain","GBR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 400 metres","Silver"
"11988","Roger Anthony Black","M",30,190,79,"Great Britain","GBR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"12023","Michael Blackwood","M",21,190,79,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"12039","Yordanka Blagoeva Ivanova","F",25,175,64,"Bulgaria","BUL","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's High Jump","Silver"
"12039","Yordanka Blagoeva Ivanova","F",29,175,64,"Bulgaria","BUL","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's High Jump","Bronze"
"12071","Dennis Anthony Blake","M",25,186,70,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"12086","Yohan Blake","M",22,180,80,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 100 metres","Silver"
"12086","Yohan Blake","M",22,180,80,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 200 metres","Silver"
"12086","Yohan Blake","M",22,180,80,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"12086","Yohan Blake","M",26,180,80,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"12146","Harriet Claiborne Bland (-Green)","F",21,163,50,"United States","USA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"12166","Francina Elsje ""Fanny"" Blankers-Koen","F",30,175,63,"Netherlands","NED","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 100 metres","Gold"
"12166","Francina Elsje ""Fanny"" Blankers-Koen","F",30,175,63,"Netherlands","NED","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 200 metres","Gold"
"12166","Francina Elsje ""Fanny"" Blankers-Koen","F",30,175,63,"Netherlands","NED","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 80 metres Hurdles","Gold"
"12166","Francina Elsje ""Fanny"" Blankers-Koen","F",30,175,63,"Netherlands","NED","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"12189","Erwin Blask","M",26,180,97,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Hammer Throw","Silver"
"12244","Keston Bledman","M",20,180,88,"Trinidad and Tobago","TTO","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"12244","Keston Bledman","M",24,180,88,"Trinidad and Tobago","TTO","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"12442","Lillian Barbara Board","F",19,168,60,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 400 metres","Silver"
"12534","Nataliya Valeryevna Bochina","F",18,173,55,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 200 metres","Silver"
"12534","Nataliya Valeryevna Bochina","F",18,173,55,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"12583","Inge Bdding (Eckhoff-)","F",25,154,48,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"12600","Carla Bodendorf (Rietig-)","F",22,164,58,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"12629","Christine Bodner-Laser","F",25,179,68,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's Pentathlon","Silver"
"12882","Michael Kipsubut ""Mike"" Boit","M",23,180,68,"Kenya","KEN","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 800 metres","Bronze"
"12941","Jeanette Bolden","F",24,174,65,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"12946","Ato Jabari Boldon","M",22,176,75,"Trinidad and Tobago","TTO","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 100 metres","Bronze"
"12946","Ato Jabari Boldon","M",22,176,75,"Trinidad and Tobago","TTO","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 200 metres","Bronze"
"12946","Ato Jabari Boldon","M",26,176,75,"Trinidad and Tobago","TTO","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 100 metres","Silver"
"12946","Ato Jabari Boldon","M",26,176,75,"Trinidad and Tobago","TTO","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 200 metres","Bronze"
"13029","Usain St. Leo Bolt","M",21,196,95,"Jamaica","JAM","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 100 metres","Gold"
"13029","Usain St. Leo Bolt","M",21,196,95,"Jamaica","JAM","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 200 metres","Gold"
"13029","Usain St. Leo Bolt","M",25,196,95,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 100 metres","Gold"
"13029","Usain St. Leo Bolt","M",25,196,95,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 200 metres","Gold"
"13029","Usain St. Leo Bolt","M",25,196,95,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"13029","Usain St. Leo Bolt","M",29,196,95,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 100 metres","Gold"
"13029","Usain St. Leo Bolt","M",29,196,95,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 200 metres","Gold"
"13029","Usain St. Leo Bolt","M",29,196,95,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"13071","Naftali Bon","M",23,177,61,"Kenya","KEN","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"13127","Anatoliy Pavlovych Bondarchuk","M",32,183,113,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Hammer Throw","Gold"
"13127","Anatoliy Pavlovych Bondarchuk","M",36,183,113,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's Hammer Throw","Bronze"
"13131","Bohdan Viktorovych Bondarenko","M",26,198,77,"Ukraine","UKR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's High Jump","Bronze"
"13353","Jacob ""Jaap"" Boot","M",21,NA,NA,"Netherlands","NED","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"13387","Charles Edward ""Charley"" Borah","M",22,178,68,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
